slot,round,player,position,count,pct,n_sims
10,4,Kyren Williams,RB,16,16.0,100
10,4,Travis Etienne,RB,10,10.0,100
10,4,DeVonta Smith,WR,5,5.0,100
10,4,Malik Nabers,WR,3,3.0,100
10,4,Bucky Irving,RB,2,2.0,100
10,4,Javonte Williams,RB,1,1.0,100
10,4,Garrett Wilson,WR,1,1.0,100
10,4,Chris Olave,WR,1,1.0,100
10,4,Ladd McConkey,WR,1,1.0,100
10,5,D'Andre Swift,RB,64,64.0,100
10,5,Parker Washington,WR,19,19.0,100
10,5,Bhayshul Tuten,RB,6,6.0,100
10,5,Terry McLaurin,WR,5,5.0,100
10,5,TreVeyon Henderson,RB,5,5.0,100
10,5,Bucky Irving,RB,1,1.0,100
10,6,Bhayshul Tuten,RB,28,28.0,100
10,6,Travis Kelce,TE,17,17.0,100
10,6,TreVeyon Henderson,RB,15,15.0,100
10,6,D'Andre Swift,RB,14,14.0,100
10,6,Sam LaPorta,TE,12,12.0,100
10,6,Matthew Stafford,QB,7,7.0,100
10,6,Kyle Pitts,TE,6,6.0,100
10,6,David Montgomery,RB,1,1.0,100
10,7,Parker Washington,WR,56,56.0,100
10,7,Alec Pierce,WR,18,18.0,100
10,7,Tony Pollard,RB,7,7.0,100
10,7,Jaylen Warren,RB,7,7.0,100
10,7,Travis Kelce,TE,5,5.0,100
10,7,Mike Evans,WR,4,4.0,100
10,7,Rico Dowdle,RB,2,2.0,100
10,7,Tucker Kraft,TE,1,1.0,100
10,8,Bo Nix,QB,36,36.0,100
10,8,Brock Purdy,QB,25,25.0,100
10,8,Alec Pierce,WR,9,9.0,100
10,8,Jaylen Warren,RB,8,8.0,100
10,8,Parker Washington,WR,5,5.0,100
10,8,Tony Pollard,RB,5,5.0,100
10,8,Rico Dowdle,RB,4,4.0,100
10,8,Mike Evans,WR,3,3.0,100
10,8,Dak Prescott,QB,2,2.0,100
10,8,Christian Watson,WR,1,1.0,100
10,8,Chuba Hubbard,RB,1,1.0,100
10,8,Aaron Jones,RB,1,1.0,100
10,9,Aaron Jones,RB,36,36.0,100
10,9,Kenny Gainwell,RB,19,19.0,100
10,9,Josh Downs,WR,16,16.0,100
10,9,Jared Goff,QB,12,12.0,100
10,9,Rico Dowdle,RB,6,6.0,100
10,9,J.K. Dobbins,RB,5,5.0,100
10,9,Chuba Hubbard,RB,4,4.0,100
10,9,Rhamondre Stevenson,RB,1,1.0,100
10,9,Alec Pierce,WR,1,1.0,100
10,10,Josh Downs,WR,29,29.0,100
10,10,J.K. Dobbins,RB,21,21.0,100
10,10,Kenny Gainwell,RB,16,16.0,100
10,10,Jared Goff,QB,11,11.0,100
10,10,Aaron Jones,RB,10,10.0,100
10,10,Rashid Shaheed,WR,6,6.0,100
10,10,RJ Harvey,RB,5,5.0,100
10,10,Rhamondre Stevenson,RB,2,2.0,100
10,11,Quentin Johnston,WR,47,47.0,100
10,11,Khalil Shakir,WR,39,39.0,100
10,11,Xavier Worthy,WR,4,4.0,100
10,11,Josh Downs,WR,3,3.0,100
10,11,Kyle Monangai,RB,2,2.0,100
10,11,Tre Tucker,WR,2,2.0,100
10,11,Blake Corum,RB,2,2.0,100
10,11,Jordan Addison,WR,1,1.0,100
10,12,Jacory Croskey-Merritt,RB,26,26.0,100
10,12,Quentin Johnston,WR,24,24.0,100
10,12,Josh Downs,WR,14,14.0,100
10,12,Tre Tucker,WR,13,13.0,100
10,12,Blake Corum,RB,12,12.0,100
10,12,Xavier Worthy,WR,9,9.0,100
10,12,Jordan Mason,RB,1,1.0,100
10,12,Jordan Addison,WR,1,1.0,100
10,13,Tre Tucker,WR,38,38.0,100
10,13,Zach Charbonnet,RB,18,18.0,100
10,13,Jordan Mason,RB,16,16.0,100
10,13,Xavier Worthy,WR,12,12.0,100
10,13,Jacory Croskey-Merritt,RB,6,6.0,100
10,13,Jerry Jeudy,WR,5,5.0,100
10,13,Alvin Kamara,RB,2,2.0,100
10,13,Blake Corum,RB,1,1.0,100
10,13,Rashid Shaheed,WR,1,1.0,100
10,13,Chris Rodriguez,RB,1,1.0,100
10,14,Tre Tucker,WR,35,35.0,100
10,14,Zach Charbonnet,RB,29,29.0,100
10,14,Jordan Mason,RB,17,17.0,100
10,14,Alvin Kamara,RB,8,8.0,100
10,14,Xavier Worthy,WR,5,5.0,100
10,14,Jerry Jeudy,WR,5,5.0,100
10,14,Isiah Pacheco,RB,1,1.0,100
10,15,Jerry Jeudy,WR,28,28.0,100
10,15,Zach Charbonnet,RB,27,27.0,100
10,15,Alvin Kamara,RB,23,23.0,100
10,15,Isiah Pacheco,RB,6,6.0,100
10,15,Jordan Mason,RB,5,5.0,100
10,15,Rashid Shaheed,WR,3,3.0,100
10,15,Chris Rodriguez,RB,3,3.0,100
10,15,Brenton Strange,TE,3,3.0,100
10,15,Tyrone Tracy,RB,1,1.0,100
10,15,Jalen Coker,WR,1,1.0,100
10,16,Eddy Pineiro,K,44,44.0,100
10,16,Jake Bates,K,23,23.0,100
10,16,Harrison Butker,K,15,15.0,100
10,16,Tyler Loop,K,11,11.0,100
10,16,Cairo Santos,K,3,3.0,100
10,16,Ka'imi Fairbairn,K,2,2.0,100
10,16,Cam Little,K,1,1.0,100
10,16,Harrison Mevis,K,1,1.0,100
11,1,Justin Jefferson,WR,43,43.0,100
11,1,Drake London,WR,33,33.0,100
11,1,CeeDee Lamb,WR,19,19.0,100
11,1,Jonathan Taylor,RB,4,4.0,100
11,1,Amon-Ra St. Brown,WR,1,1.0,100
11,2,Trey McBride,TE,57,57.0,100
11,2,James Cook,RB,33,33.0,100
11,2,Drake London,WR,8,8.0,100
11,2,Justin Jefferson,WR,1,1.0,100
11,2,Josh Allen,QB,1,1.0,100
11,3,Kyren Williams,RB,41,41.0,100
11,3,Javonte Williams,RB,38,38.0,100
11,3,Chris Olave,WR,10,10.0,100
11,3,Zay Flowers,WR,6,6.0,100
11,3,DeVonta Smith,WR,2,2.0,100
11,3,Cam Skattebo,RB,2,2.0,100
11,3,Breece Hall,RB,1,1.0,100
11,4,Zay Flowers,WR,43,43.0,100
11,4,Kyren Williams,RB,19,19.0,100
11,4,Cam Skattebo,RB,18,18.0,100
11,4,Travis Etienne,RB,8,8.0,100
11,4,Malik Nabers,WR,6,6.0,100
11,4,Chris Olave,WR,2,2.0,100
11,4,DeVonta Smith,WR,2,2.0,100
11,4,Javonte Williams,RB,2,2.0,100
11,5,D'Andre Swift,RB,64,64.0,100
11,5,Parker Washington,WR,21,21.0,100
11,5,TreVeyon Henderson,RB,7,7.0,100
11,5,Bhayshul Tuten,RB,4,4.0,100
11,5,Terry McLaurin,WR,3,3.0,100
11,5,Bucky Irving,RB,1,1.0,100
11,6,Bhayshul Tuten,RB,30,30.0,100
11,6,Travis Kelce,TE,20,20.0,100
11,6,Sam LaPorta,TE,16,16.0,100
11,6,D'Andre Swift,RB,14,14.0,100
11,6,TreVeyon Henderson,RB,10,10.0,100
11,6,Kyle Pitts,TE,7,7.0,100
11,6,Matthew Stafford,QB,2,2.0,100
11,6,David Montgomery,RB,1,1.0,100
11,7,Parker Washington,WR,62,62.0,100
11,7,Alec Pierce,WR,14,14.0,100
11,7,Jaylen Warren,RB,11,11.0,100
11,7,Mike Evans,WR,7,7.0,100
11,7,Tony Pollard,RB,5,5.0,100
11,7,Rico Dowdle,RB,1,1.0,100
11,8,Bo Nix,QB,42,42.0,100
11,8,Brock Purdy,QB,26,26.0,100
11,8,Alec Pierce,WR,15,15.0,100
11,8,Jaylen Warren,RB,8,8.0,100
11,8,Mike Evans,WR,5,5.0,100
11,8,Rico Dowdle,RB,2,2.0,100
11,8,Tony Pollard,RB,1,1.0,100
11,8,Patrick Mahomes,QB,1,1.0,100
11,9,Aaron Jones,RB,34,34.0,100
11,9,Josh Downs,WR,18,18.0,100
11,9,Kenny Gainwell,RB,15,15.0,100
11,9,Jared Goff,QB,15,15.0,100
11,9,J.K. Dobbins,RB,7,7.0,100
11,9,Chuba Hubbard,RB,5,5.0,100
11,9,Rico Dowdle,RB,4,4.0,100
11,9,Rashid Shaheed,WR,1,1.0,100
11,9,Rhamondre Stevenson,RB,1,1.0,100
11,10,Josh Downs,WR,25,25.0,100
11,10,J.K. Dobbins,RB,23,23.0,100
11,10,Kenny Gainwell,RB,23,23.0,100
11,10,Jared Goff,QB,10,10.0,100
11,10,Aaron Jones,RB,10,10.0,100
11,10,RJ Harvey,RB,7,7.0,100
11,10,Chuba Hubbard,RB,1,1.0,100
11,10,Rashid Shaheed,WR,1,1.0,100
11,11,Quentin Johnston,WR,43,43.0,100
11,11,Khalil Shakir,WR,35,35.0,100
11,11,Xavier Worthy,WR,4,4.0,100
11,11,Jacory Croskey-Merritt,RB,4,4.0,100
11,11,Josh Downs,WR,4,4.0,100
11,11,Tre Tucker,WR,3,3.0,100
11,11,Blake Corum,RB,2,2.0,100
11,11,Jordan Love,QB,2,2.0,100
11,11,Rachaad White,RB,1,1.0,100
11,11,Jared Goff,QB,1,1.0,100
11,11,Jordan Addison,WR,1,1.0,100
11,12,Quentin Johnston,WR,24,24.0,100
11,12,Jacory Croskey-Merritt,RB,21,21.0,100
11,12,Josh Downs,WR,15,15.0,100
11,12,Blake Corum,RB,11,11.0,100
11,12,Tre Tucker,WR,10,10.0,100
11,12,Xavier Worthy,WR,10,10.0,100
11,12,Jordan Addison,WR,2,2.0,100
11,12,Khalil Shakir,WR,2,2.0,100
11,12,RJ Harvey,RB,2,2.0,100
11,12,Kyle Monangai,RB,2,2.0,100
11,12,Rachaad White,RB,1,1.0,100
11,13,Tre Tucker,WR,48,48.0,100
11,13,Jordan Mason,RB,12,12.0,100
11,13,Xavier Worthy,WR,11,11.0,100
11,13,Zach Charbonnet,RB,10,10.0,100
11,13,Jacory Croskey-Merritt,RB,9,9.0,100
11,13,Blake Corum,RB,4,4.0,100
11,13,Alvin Kamara,RB,2,2.0,100
11,13,Jerry Jeudy,WR,2,2.0,100
11,13,Rashid Shaheed,WR,1,1.0,100
11,13,Isiah Pacheco,RB,1,1.0,100
11,14,Tre Tucker,WR,32,32.0,100
11,14,Zach Charbonnet,RB,29,29.0,100
11,14,Jordan Mason,RB,17,17.0,100
11,14,Alvin Kamara,RB,11,11.0,100
11,14,Xavier Worthy,WR,5,5.0,100
11,14,Jerry Jeudy,WR,4,4.0,100
11,14,Blake Corum,RB,2,2.0,100
11,15,Jerry Jeudy,WR,31,31.0,100
11,15,Zach Charbonnet,RB,25,25.0,100
11,15,Alvin Kamara,RB,20,20.0,100
11,15,Isiah Pacheco,RB,7,7.0,100
11,15,Rashid Shaheed,WR,4,4.0,100
11,15,Chris Rodriguez,RB,3,3.0,100
11,15,Tre Tucker,WR,3,3.0,100
11,15,Jordan Mason,RB,3,3.0,100
11,15,Denzel Boston,WR,1,1.0,100
11,15,Brenton Strange,TE,1,1.0,100
11,15,Jalen Coker,WR,1,1.0,100
11,15,Romeo Doubs,WR,1,1.0,100
11,16,Eddy Pineiro,K,33,33.0,100
11,16,Harrison Butker,K,26,26.0,100
11,16,Jake Bates,K,20,20.0,100
11,16,Tyler Loop,K,12,12.0,100
11,16,Cairo Santos,K,6,6.0,100
11,16,Harrison Mevis,K,1,1.0,100
11,16,Ka'imi Fairbairn,K,1,1.0,100
11,16,Chase McLaughlin,K,1,1.0,100
12,1,Drake London,WR,70,70.0,100
12,1,Justin Jefferson,WR,18,18.0,100
12,1,CeeDee Lamb,WR,6,6.0,100
12,1,James Cook,RB,4,4.0,100
12,1,Rashee Rice,WR,1,1.0,100
12,1,Jonathan Taylor,RB,1,1.0,100
12,2,James Cook,RB,52,52.0,100
12,2,Trey McBride,TE,48,48.0,100
12,3,Kyren Williams,RB,40,40.0,100
12,3,Javonte Williams,RB,27,27.0,100
12,3,Zay Flowers,WR,18,18.0,100
12,3,Chris Olave,WR,10,10.0,100
12,3,DeVonta Smith,WR,3,3.0,100
12,3,Cam Skattebo,RB,1,1.0,100
12,3,Breece Hall,RB,1,1.0,100
12,4,Zay Flowers,WR,45,45.0,100
12,4,Cam Skattebo,RB,19,19.0,100
12,4,Kyren Williams,RB,11,11.0,100
12,4,DeVonta Smith,WR,8,8.0,100
12,4,Chris Olave,WR,5,5.0,100
12,4,Malik Nabers,WR,4,4.0,100
12,4,Javonte Williams,RB,3,3.0,100
12,4,Travis Etienne,RB,3,3.0,100
12,4,Garrett Wilson,WR,2,2.0,100
12,5,D'Andre Swift,RB,67,67.0,100
12,5,TreVeyon Henderson,RB,11,11.0,100
12,5,Bhayshul Tuten,RB,11,11.0,100
12,5,Parker Washington,WR,9,9.0,100
12,5,Bucky Irving,RB,1,1.0,100
12,5,Terry McLaurin,WR,1,1.0,100
12,6,Bhayshul Tuten,RB,25,25.0,100
12,6,Sam LaPorta,TE,21,21.0,100
12,6,Travis Kelce,TE,19,19.0,100
12,6,Kyle Pitts,TE,12,12.0,100
12,6,TreVeyon Henderson,RB,11,11.0,100
12,6,D'Andre Swift,RB,7,7.0,100
12,6,Matthew Stafford,QB,5,5.0,100
12,7,Parker Washington,WR,62,62.0,100
12,7,Alec Pierce,WR,13,13.0,100
12,7,Jaylen Warren,RB,10,10.0,100
12,7,Mike Evans,WR,6,6.0,100
12,7,Tony Pollard,RB,6,6.0,100
12,7,Rico Dowdle,RB,3,3.0,100
12,8,Bo Nix,QB,51,51.0,100
12,8,Brock Purdy,QB,19,19.0,100
12,8,Alec Pierce,WR,11,11.0,100
12,8,Mike Evans,WR,6,6.0,100
12,8,Jaylen Warren,RB,4,4.0,100
12,8,Tony Pollard,RB,3,3.0,100
12,8,Rico Dowdle,RB,3,3.0,100
12,8,Patrick Mahomes,QB,1,1.0,100
12,8,Christian Watson,WR,1,1.0,100
12,8,Dak Prescott,QB,1,1.0,100
12,9,Kenny Gainwell,RB,24,24.0,100
12,9,Aaron Jones,RB,24,24.0,100
12,9,Josh Downs,WR,22,22.0,100
12,9,Jared Goff,QB,15,15.0,100
12,9,J.K. Dobbins,RB,8,8.0,100
12,9,Chuba Hubbard,RB,5,5.0,100
12,9,Brock Purdy,QB,1,1.0,100
12,9,RJ Harvey,RB,1,1.0,100
12,10,J.K. Dobbins,RB,27,27.0,100
12,10,Kenny Gainwell,RB,25,25.0,100
12,10,Josh Downs,WR,20,20.0,100
12,10,Aaron Jones,RB,11,11.0,100
12,10,Jared Goff,QB,7,7.0,100
12,10,Rhamondre Stevenson,RB,4,4.0,100
12,10,RJ Harvey,RB,4,4.0,100
12,10,Jakobi Meyers,WR,2,2.0,100
12,11,Quentin Johnston,WR,42,42.0,100
12,11,Khalil Shakir,WR,27,27.0,100
12,11,Josh Downs,WR,10,10.0,100
12,11,Xavier Worthy,WR,7,7.0,100
12,11,Jacory Croskey-Merritt,RB,5,5.0,100
12,11,Blake Corum,RB,4,4.0,100
12,11,Tre Tucker,WR,3,3.0,100
12,11,Jordan Addison,WR,1,1.0,100
12,11,Rachaad White,RB,1,1.0,100
12,12,Jacory Croskey-Merritt,RB,31,31.0,100
12,12,Quentin Johnston,WR,21,21.0,100
12,12,Josh Downs,WR,16,16.0,100
12,12,Blake Corum,RB,10,10.0,100
12,12,Tre Tucker,WR,9,9.0,100
12,12,Xavier Worthy,WR,6,6.0,100
12,12,Rachaad White,RB,3,3.0,100
12,12,RJ Harvey,RB,2,2.0,100
12,12,Jordan Mason,RB,1,1.0,100
12,12,Kyle Monangai,RB,1,1.0,100
12,13,Tre Tucker,WR,50,50.0,100
12,13,Xavier Worthy,WR,15,15.0,100
12,13,Zach Charbonnet,RB,10,10.0,100
12,13,Jordan Mason,RB,10,10.0,100
12,13,Jacory Croskey-Merritt,RB,6,6.0,100
12,13,Blake Corum,RB,5,5.0,100
12,13,Jerry Jeudy,WR,3,3.0,100
12,13,Rashid Shaheed,WR,1,1.0,100
12,14,Tre Tucker,WR,31,31.0,100
12,14,Zach Charbonnet,RB,30,30.0,100
12,14,Jordan Mason,RB,18,18.0,100
12,14,Alvin Kamara,RB,13,13.0,100
12,14,Blake Corum,RB,3,3.0,100
12,14,Jerry Jeudy,WR,3,3.0,100
12,14,Xavier Worthy,WR,2,2.0,100
12,15,Jerry Jeudy,WR,32,32.0,100
12,15,Zach Charbonnet,RB,20,20.0,100
12,15,Alvin Kamara,RB,18,18.0,100
12,15,Isiah Pacheco,RB,11,11.0,100
12,15,Rashid Shaheed,WR,5,5.0,100
12,15,Brenton Strange,TE,4,4.0,100
12,15,Jordan Mason,RB,4,4.0,100
12,15,Romeo Doubs,WR,1,1.0,100
12,15,Chris Rodriguez,RB,1,1.0,100
12,15,Terrance Ferguson,TE,1,1.0,100
12,15,Tre Tucker,WR,1,1.0,100
12,15,KC Concepcion,WR,1,1.0,100
12,15,Jalen Coker,WR,1,1.0,100
12,16,Eddy Pineiro,K,41,41.0,100
12,16,Harrison Butker,K,22,22.0,100
12,16,Jake Bates,K,22,22.0,100
12,16,Tyler Loop,K,8,8.0,100
12,16,Cairo Santos,K,3,3.0,100
12,16,Harrison Mevis,K,3,3.0,100
12,16,Ka'imi Fairbairn,K,1,1.0,100
